"user id","test group","converted","total ads","most ads day","most ads hour"
1514837,"ad",FALSE,12,"Thursday",19
1524262,"ad",FALSE,36,"Tuesday",22
1190054,"ad",FALSE,11,"Sunday",16
1225252,"ad",FALSE,32,"Wednesday",12
1072804,"ad",FALSE,1,"Saturday",21
1404002,"ad",FALSE,7,"Friday",13
1373689,"ad",TRUE,83,"Friday",11
1647522,"ad",FALSE,3,"Saturday",16
1345951,"ad",FALSE,56,"Thursday",21
1630209,"ad",FALSE,4,"Saturday",14
1190497,"ad",FALSE,9,"Monday",17
1308283,"ad",FALSE,12,"Tuesday",21
1175999,"ad",FALSE,1,"Monday",9
1291687,"ad",FALSE,16,"Sunday",11
1436743,"ad",FALSE,1,"Saturday",10
1470036,"ad",FALSE,59,"Saturday",22
1455077,"ad",FALSE,27,"Saturday",20
1523840,"ad",FALSE,5,"Tuesday",15
1329699,"ad",FALSE,61,"Sunday",0
1582060,"ad",FALSE,46,"Saturday",16
1108457,"ad",FALSE,26,"Monday",19
1521365,"ad",FALSE,15,"Friday",12
1033567,"ad",FALSE,16,"Thursday",17
1331350,"ad",FALSE,94,"Friday",15
1130190,"ad",FALSE,7,"Tuesday",11
1459864,"ad",FALSE,44,"Friday",12
1506989,"ad",FALSE,75,"Wednesday",14
912891,"psa",FALSE,7,"Wednesday",12
1645958,"ad",FALSE,23,"Sunday",23
1534522,"ad",FALSE,11,"Wednesday",11
1093585,"ad",FALSE,64,"Saturday",11
1617482,"ad",FALSE,37,"Friday",15
1599978,"ad",FALSE,38,"Sunday",19
1435861,"ad",FALSE,3,"Friday",21
921077,"psa",FALSE,18,"Sunday",21
1024663,"ad",FALSE,2,"Thursday",16
1529957,"ad",FALSE,2,"Wednesday",18
1436004,"ad",FALSE,36,"Tuesday",23
1090383,"ad",FALSE,2,"Friday",14
1450710,"ad",FALSE,11,"Saturday",20
1426299,"ad",FALSE,22,"Saturday",11
1193434,"ad",FALSE,5,"Friday",17
1611606,"ad",FALSE,25,"Thursday",16
1069751,"ad",FALSE,3,"Tuesday",0
1260292,"ad",FALSE,7,"Thursday",21
1461395,"ad",FALSE,33,"Saturday",20
1475598,"ad",FALSE,11,"Friday",9
1518325,"ad",FALSE,7,"Wednesday",10
1405954,"ad",FALSE,1,"Tuesday",10
1641330,"ad",FALSE,16,"Thursday",9
1101971,"ad",FALSE,1,"Tuesday",10
1539701,"ad",FALSE,16,"Thursday",13
1437020,"ad",FALSE,2,"Monday",20
1205250,"ad",FALSE,5,"Thursday",19
1036762,"ad",FALSE,1,"Thursday",10
1201692,"ad",FALSE,35,"Monday",13
1573482,"ad",FALSE,2,"Tuesday",21
1178215,"ad",FALSE,53,"Monday",13
1089779,"ad",FALSE,1,"Thursday",9
1517379,"ad",FALSE,5,"Friday",11
1539393,"ad",FALSE,11,"Saturday",15
1112091,"ad",FALSE,17,"Sunday",17
1110282,"ad",FALSE,23,"Sunday",14
1184592,"ad",FALSE,57,"Thursday",11
1303485,"ad",FALSE,27,"Sunday",19
1188278,"ad",FALSE,98,"Monday",20
1592643,"ad",FALSE,7,"Sunday",16
1306580,"ad",FALSE,15,"Monday",16
1055542,"ad",FALSE,2,"Wednesday",14
1550537,"ad",FALSE,2,"Wednesday",15
1220091,"ad",FALSE,17,"Monday",10
1176251,"ad",FALSE,3,"Thursday",14
1190566,"ad",FALSE,25,"Wednesday",9
1057344,"ad",FALSE,3,"Thursday",2
1105598,"ad",FALSE,17,"Sunday",19
1239460,"ad",FALSE,30,"Thursday",13
1598123,"ad",FALSE,8,"Tuesday",14
1476117,"ad",TRUE,104,"Saturday",22
1321018,"ad",FALSE,17,"Saturday",2
1249953,"ad",FALSE,15,"Tuesday",11
1328185,"ad",FALSE,24,"Wednesday",7
1156348,"ad",FALSE,85,"Sunday",18
1489929,"ad",FALSE,28,"Wednesday",11
1081098,"ad",FALSE,12,"Wednesday",12
1307284,"ad",FALSE,4,"Monday",0
1654121,"ad",FALSE,34,"Saturday",20
1275490,"ad",FALSE,26,"Saturday",17
1308601,"ad",FALSE,9,"Wednesday",10
917128,"psa",FALSE,23,"Sunday",20
1550293,"ad",FALSE,27,"Monday",11
1025362,"ad",FALSE,57,"Wednesday",12
1119260,"ad",FALSE,17,"Monday",16
1633427,"ad",FALSE,33,"Monday",11
1114510,"ad",FALSE,44,"Wednesday",11
1045577,"ad",FALSE,1,"Wednesday",15
1421141,"ad",FALSE,16,"Thursday",22
1465525,"ad",FALSE,15,"Saturday",21
1404584,"ad",FALSE,14,"Monday",14
1450680,"ad",FALSE,19,"Friday",15
1493158,"ad",FALSE,66,"Saturday",9
1352069,"ad",FALSE,1,"Monday",16
1183588,"ad",FALSE,24,"Wednesday",18
1116925,"ad",FALSE,29,"Saturday",21
1628923,"ad",FALSE,3,"Saturday",12
1504746,"ad",FALSE,12,"Sunday",19
1493058,"ad",TRUE,56,"Sunday",8
1232884,"ad",FALSE,5,"Wednesday",15
1080420,"ad",FALSE,49,"Sunday",20
1072031,"ad",FALSE,12,"Saturday",14
1338729,"ad",FALSE,7,"Sunday",16
1120227,"ad",FALSE,5,"Tuesday",16
1222057,"ad",FALSE,24,"Saturday",9
1488404,"ad",FALSE,8,"Thursday",21
1559150,"ad",FALSE,30,"Wednesday",11
1166592,"ad",FALSE,2,"Tuesday",18
1391407,"ad",FALSE,18,"Sunday",17
901816,"psa",FALSE,1,"Sunday",14
1105289,"ad",FALSE,13,"Sunday",13
1215818,"ad",FALSE,2,"Sunday",11
1480616,"ad",FALSE,3,"Wednesday",11
1292551,"ad",FALSE,2,"Friday",11
1630936,"ad",FALSE,80,"Friday",9
1020090,"ad",FALSE,6,"Thursday",20
1489265,"ad",FALSE,1,"Saturday",13
906597,"psa",FALSE,9,"Thursday",18
1217803,"ad",FALSE,5,"Tuesday",13
1186612,"ad",FALSE,99,"Wednesday",16
1415725,"ad",FALSE,1,"Monday",12
1136885,"ad",FALSE,2,"Monday",16
1380786,"ad",FALSE,43,"Thursday",15
1119410,"ad",FALSE,1,"Wednesday",14
1446977,"ad",FALSE,59,"Friday",23
1163348,"ad",FALSE,11,"Friday",18
1412706,"ad",FALSE,2,"Friday",23
1485894,"ad",FALSE,15,"Saturday",14
1073461,"ad",FALSE,5,"Thursday",15
1590767,"ad",FALSE,11,"Monday",14
1132335,"ad",FALSE,23,"Saturday",19
1385465,"ad",FALSE,11,"Saturday",12
1144637,"ad",FALSE,36,"Friday",20
1582813,"ad",FALSE,15,"Sunday",14
1193870,"ad",FALSE,61,"Thursday",16
1348441,"ad",FALSE,7,"Tuesday",5
913055,"psa",FALSE,4,"Sunday",17
1648307,"ad",FALSE,146,"Sunday",22
1445885,"ad",FALSE,2,"Sunday",18
1349612,"ad",FALSE,6,"Monday",21
1594969,"ad",FALSE,7,"Tuesday",2
1075625,"ad",FALSE,2,"Saturday",17
1552496,"ad",FALSE,1,"Saturday",21
919985,"psa",FALSE,2,"Tuesday",13
1483905,"ad",FALSE,45,"Friday",22
1217954,"ad",FALSE,32,"Monday",15
1107431,"ad",FALSE,1,"Saturday",16
1308865,"ad",FALSE,1,"Sunday",15
1342593,"ad",FALSE,5,"Sunday",8
1243522,"ad",FALSE,1,"Tuesday",16
1030674,"ad",FALSE,19,"Friday",12
1545397,"ad",FALSE,3,"Thursday",21
1346396,"ad",FALSE,19,"Friday",21
1578311,"ad",FALSE,26,"Wednesday",16
1198617,"ad",FALSE,1,"Friday",14
1155751,"ad",FALSE,3,"Thursday",15
906650,"psa",FALSE,1,"Monday",22
1512950,"ad",FALSE,33,"Wednesday",9
1111234,"ad",FALSE,17,"Sunday",19
1531503,"ad",FALSE,214,"Thursday",22
1037495,"ad",FALSE,39,"Saturday",17
1447330,"ad",FALSE,15,"Saturday",21
1569763,"ad",FALSE,160,"Wednesday",16
1422437,"ad",FALSE,18,"Friday",15
1448986,"ad",FALSE,12,"Monday",14
1013793,"ad",FALSE,2,"Friday",3
1208064,"ad",FALSE,3,"Saturday",10
1019363,"ad",FALSE,16,"Monday",22
1630003,"ad",FALSE,5,"Saturday",15
1271912,"ad",FALSE,17,"Friday",18
1059906,"ad",FALSE,32,"Monday",21
915478,"psa",FALSE,18,"Sunday",10
1393165,"ad",FALSE,48,"Tuesday",10
1537749,"ad",FALSE,2,"Friday",10
1046379,"ad",FALSE,2,"Wednesday",22
1306703,"ad",FALSE,18,"Tuesday",17
1068604,"ad",FALSE,22,"Tuesday",19
1333346,"ad",FALSE,17,"Tuesday",6
1190305,"ad",FALSE,62,"Saturday",19
1141609,"ad",FALSE,19,"Saturday",20
1305777,"ad",FALSE,44,"Friday",13
1258196,"ad",FALSE,21,"Saturday",13
914203,"psa",FALSE,1,"Tuesday",10
1454235,"ad",FALSE,4,"Thursday",15
1280418,"ad",FALSE,9,"Thursday",16
1478340,"ad",FALSE,18,"Saturday",20
1573408,"ad",FALSE,176,"Tuesday",13
1157587,"ad",FALSE,1,"Sunday",15
1343295,"ad",FALSE,5,"Friday",13
1279420,"ad",FALSE,1,"Saturday",14
1644215,"ad",FALSE,12,"Wednesday",11
1490104,"ad",FALSE,19,"Friday",12
1228191,"ad",FALSE,1,"Tuesday",10
1286707,"ad",FALSE,8,"Tuesday",13
1597236,"ad",FALSE,28,"Sunday",12
1403208,"ad",FALSE,2,"Tuesday",10
1383136,"ad",FALSE,32,"Saturday",7
914577,"psa",FALSE,3,"Monday",13
1465600,"ad",FALSE,3,"Wednesday",12
1363189,"ad",FALSE,1,"Tuesday",15
1524766,"ad",TRUE,5,"Saturday",13
1468182,"ad",FALSE,34,"Wednesday",17
920779,"psa",FALSE,55,"Saturday",19
1350544,"ad",FALSE,15,"Tuesday",11
1462710,"ad",FALSE,51,"Monday",11
1534359,"ad",FALSE,8,"Sunday",19
1610103,"ad",TRUE,36,"Wednesday",19
1462256,"ad",FALSE,2,"Thursday",11
1401632,"ad",FALSE,2,"Friday",8
1272792,"ad",FALSE,54,"Tuesday",8
1034642,"ad",FALSE,9,"Friday",15
1523754,"ad",FALSE,23,"Monday",20
1601443,"ad",FALSE,45,"Friday",21
914043,"psa",FALSE,5,"Tuesday",9
1433007,"ad",FALSE,18,"Tuesday",14
1388309,"ad",FALSE,9,"Thursday",15
912574,"psa",FALSE,2,"Saturday",11
1346558,"ad",FALSE,29,"Thursday",11
1606237,"ad",FALSE,19,"Sunday",17
1369976,"ad",FALSE,10,"Sunday",11
1460278,"ad",FALSE,21,"Saturday",19
1071468,"ad",FALSE,2,"Monday",19
1022633,"ad",FALSE,173,"Tuesday",8
1515990,"ad",FALSE,15,"Wednesday",16
1619637,"ad",FALSE,1,"Friday",21
1637563,"ad",FALSE,45,"Monday",23
1119483,"ad",FALSE,12,"Monday",17
1506357,"ad",FALSE,7,"Sunday",13
1582703,"ad",FALSE,15,"Wednesday",8
1075020,"ad",FALSE,12,"Monday",16
1202352,"ad",FALSE,4,"Monday",21
1110585,"ad",FALSE,2,"Monday",12
915058,"psa",TRUE,396,"Monday",18
1017825,"ad",FALSE,28,"Friday",11
1157446,"ad",FALSE,11,"Tuesday",21
1201978,"ad",FALSE,8,"Saturday",19
1036242,"ad",FALSE,1,"Sunday",22
1631521,"ad",FALSE,29,"Monday",18
1107519,"ad",FALSE,66,"Friday",20
1072986,"ad",FALSE,3,"Wednesday",18
1053574,"ad",FALSE,78,"Friday",21
1393944,"ad",FALSE,2,"Friday",20
1365976,"ad",TRUE,53,"Friday",11
1032542,"ad",FALSE,17,"Friday",12
1612255,"ad",FALSE,12,"Sunday",22
1480804,"ad",FALSE,1,"Wednesday",12
1436704,"ad",FALSE,77,"Thursday",13
1145234,"ad",FALSE,48,"Saturday",14
1355150,"ad",FALSE,3,"Thursday",12
1551028,"ad",FALSE,28,"Wednesday",19
1234455,"ad",FALSE,19,"Wednesday",8
1056638,"ad",FALSE,6,"Wednesday",19
1277201,"ad",FALSE,1,"Saturday",17
1269233,"ad",FALSE,242,"Friday",8
1436454,"ad",FALSE,2,"Tuesday",14
1517689,"ad",FALSE,2,"Saturday",17
1164358,"ad",FALSE,29,"Sunday",15
1625762,"ad",FALSE,10,"Friday",13
1572067,"ad",FALSE,34,"Tuesday",19
1652643,"ad",FALSE,3,"Wednesday",12
1637507,"ad",FALSE,15,"Friday",10
1359312,"ad",FALSE,19,"Saturday",0
1089103,"ad",FALSE,5,"Friday",12
1309593,"ad",FALSE,1,"Friday",18
904552,"psa",FALSE,2,"Saturday",13
1215172,"ad",FALSE,2,"Friday",13
1452345,"ad",FALSE,14,"Friday",13
1435483,"ad",FALSE,20,"Tuesday",14
1350245,"ad",FALSE,60,"Tuesday",13
1574931,"ad",FALSE,20,"Monday",17
1028049,"ad",FALSE,25,"Saturday",19
1242535,"ad",FALSE,52,"Monday",1
1206656,"ad",FALSE,35,"Thursday",23
1296934,"ad",FALSE,15,"Thursday",14
1561670,"ad",FALSE,22,"Sunday",19
1468226,"ad",FALSE,459,"Sunday",18
1550332,"ad",FALSE,82,"Thursday",20
1555756,"ad",FALSE,19,"Sunday",16
1267630,"ad",FALSE,27,"Tuesday",8
1638883,"ad",FALSE,9,"Friday",12
1633274,"ad",FALSE,9,"Thursday",16
1376827,"ad",FALSE,64,"Saturday",13
1389660,"ad",FALSE,84,"Tuesday",13
920356,"psa",FALSE,120,"Thursday",17
1615959,"ad",FALSE,40,"Sunday",11
1425975,"ad",FALSE,62,"Tuesday",15
1452735,"ad",FALSE,19,"Friday",23
1567893,"ad",FALSE,20,"Friday",16
1063555,"ad",FALSE,20,"Thursday",18
1429745,"ad",FALSE,17,"Tuesday",17
900406,"psa",FALSE,27,"Tuesday",19
1637424,"ad",FALSE,51,"Tuesday",12
1464762,"ad",FALSE,23,"Sunday",12
1607323,"ad",FALSE,26,"Saturday",17
1182021,"ad",FALSE,56,"Thursday",21
1012589,"ad",FALSE,54,"Monday",13
1232244,"ad",FALSE,3,"Monday",21
1586802,"ad",TRUE,127,"Tuesday",10
1137106,"ad",FALSE,29,"Wednesday",12
1639583,"ad",FALSE,2,"Monday",15
1499894,"ad",FALSE,70,"Wednesday",15
1590344,"ad",FALSE,3,"Saturday",17
1246480,"ad",FALSE,1,"Sunday",11
1196299,"ad",FALSE,7,"Monday",12
1408625,"ad",FALSE,3,"Wednesday",10
1496591,"ad",FALSE,1,"Wednesday",9
1021596,"ad",FALSE,10,"Monday",18
1471598,"ad",FALSE,16,"Wednesday",19
1251090,"ad",FALSE,1,"Sunday",14
1228241,"ad",FALSE,3,"Tuesday",8
1424755,"ad",FALSE,2,"Tuesday",22
1588321,"ad",FALSE,22,"Sunday",19
1087870,"ad",FALSE,22,"Sunday",21
1615177,"ad",FALSE,31,"Monday",10
1057912,"ad",FALSE,24,"Saturday",10
1583606,"ad",FALSE,22,"Tuesday",19
1187690,"ad",FALSE,14,"Wednesday",2
1612346,"ad",FALSE,7,"Saturday",15
1524412,"ad",FALSE,19,"Friday",19
1571932,"ad",FALSE,39,"Saturday",16
1191607,"ad",FALSE,2,"Monday",14
1146011,"ad",FALSE,18,"Saturday",15
1081673,"ad",FALSE,12,"Friday",14
1413227,"ad",FALSE,7,"Monday",12
1533134,"ad",FALSE,17,"Sunday",13
1389435,"ad",TRUE,42,"Friday",14
1232135,"ad",FALSE,45,"Friday",1
1489415,"ad",FALSE,1,"Wednesday",7
1110763,"ad",FALSE,2,"Monday",9
1227515,"ad",FALSE,24,"Saturday",2
1148884,"ad",FALSE,18,"Friday",20
1565427,"ad",FALSE,21,"Friday",14
1583011,"ad",FALSE,15,"Monday",22
1532313,"ad",FALSE,19,"Wednesday",16
1628116,"ad",FALSE,1,"Sunday",11
1327140,"ad",FALSE,3,"Wednesday",14
1566237,"ad",FALSE,22,"Tuesday",22
1077097,"ad",FALSE,2,"Sunday",9
1517232,"ad",FALSE,3,"Monday",8
1605765,"ad",FALSE,15,"Friday",15
1277624,"ad",FALSE,1,"Wednesday",22
910981,"psa",FALSE,2,"Wednesday",12
1197321,"ad",FALSE,1,"Friday",15
1001356,"ad",FALSE,1,"Wednesday",19
1179908,"ad",FALSE,7,"Saturday",19
1423067,"ad",FALSE,8,"Tuesday",21
1491910,"ad",FALSE,22,"Wednesday",13
1415633,"ad",FALSE,6,"Saturday",11
1536462,"ad",FALSE,22,"Thursday",10
1103887,"ad",FALSE,23,"Sunday",16
1231288,"ad",FALSE,5,"Tuesday",23
1280680,"ad",FALSE,1,"Wednesday",18
1329859,"ad",FALSE,43,"Tuesday",15
1047633,"ad",FALSE,2,"Friday",21
1484396,"ad",FALSE,1,"Thursday",20
1225849,"ad",FALSE,5,"Wednesday",20
1595310,"ad",FALSE,66,"Monday",12
1273462,"ad",FALSE,53,"Tuesday",16
1081504,"ad",FALSE,90,"Wednesday",13
1131645,"ad",FALSE,64,"Saturday",21
916079,"psa",FALSE,2,"Monday",18
919113,"psa",TRUE,39,"Monday",15
1261069,"ad",FALSE,17,"Wednesday",17
1473816,"ad",FALSE,66,"Tuesday",12
1625239,"ad",FALSE,47,"Wednesday",22
1648586,"ad",TRUE,71,"Monday",14
1521341,"ad",FALSE,4,"Monday",15
1312788,"ad",FALSE,15,"Monday",8
1260514,"ad",FALSE,2,"Saturday",20
1013643,"ad",FALSE,5,"Monday",17
1544425,"ad",FALSE,9,"Thursday",17
1251359,"ad",FALSE,5,"Monday",9
1388887,"ad",FALSE,32,"Monday",19
1234825,"ad",FALSE,43,"Sunday",14
1523319,"ad",FALSE,12,"Thursday",10
1348094,"ad",FALSE,52,"Thursday",15
1357669,"ad",FALSE,1,"Tuesday",13
1113500,"ad",FALSE,68,"Friday",19
1489903,"ad",FALSE,20,"Friday",7
1002020,"ad",FALSE,2,"Saturday",10
1316098,"ad",FALSE,3,"Saturday",22
1312157,"ad",FALSE,24,"Friday",21
1155184,"ad",FALSE,20,"Wednesday",6
1068469,"ad",FALSE,1,"Monday",1
1504477,"ad",FALSE,18,"Thursday",19
1255647,"ad",FALSE,60,"Monday",15
1061167,"ad",FALSE,53,"Thursday",20
1375930,"ad",FALSE,13,"Friday",14
1340402,"ad",FALSE,33,"Friday",2
1485598,"ad",FALSE,1,"Friday",13
1547377,"ad",FALSE,3,"Wednesday",10
1602123,"ad",FALSE,6,"Sunday",12
907461,"psa",FALSE,20,"Wednesday",15
1285951,"ad",FALSE,7,"Friday",13
1607847,"ad",FALSE,1,"Monday",8
1390349,"ad",FALSE,16,"Monday",16
1418338,"ad",TRUE,118,"Sunday",12
1413971,"ad",FALSE,5,"Friday",22
1119831,"ad",FALSE,7,"Sunday",15
1113627,"ad",FALSE,17,"Wednesday",20
1544917,"ad",FALSE,6,"Sunday",17
1491769,"ad",FALSE,2,"Friday",7
1303286,"ad",FALSE,2,"Thursday",9
1586019,"ad",FALSE,1,"Sunday",9
1130614,"ad",FALSE,1,"Tuesday",11
1189030,"ad",FALSE,25,"Friday",12
1185590,"ad",FALSE,34,"Sunday",14
1312067,"ad",FALSE,2,"Tuesday",14
1250790,"ad",FALSE,5,"Tuesday",9
1388258,"ad",FALSE,6,"Saturday",18
1260842,"ad",FALSE,11,"Monday",10
1258682,"ad",FALSE,14,"Saturday",18
1596351,"ad",FALSE,7,"Wednesday",10
1221714,"ad",FALSE,73,"Saturday",1
1610815,"ad",FALSE,5,"Wednesday",10
1395595,"ad",FALSE,24,"Tuesday",16
1316687,"ad",FALSE,28,"Sunday",13
1074230,"ad",FALSE,15,"Sunday",16
1269712,"ad",FALSE,20,"Tuesday",19
1604581,"ad",FALSE,13,"Friday",17
1130821,"ad",FALSE,3,"Tuesday",12
1114595,"ad",FALSE,3,"Saturday",21
1268923,"ad",FALSE,5,"Saturday",14
1251879,"ad",FALSE,11,"Tuesday",20
1186844,"ad",FALSE,26,"Friday",12
1186054,"ad",TRUE,5,"Sunday",20
1286398,"ad",FALSE,3,"Friday",12
1390858,"ad",FALSE,502,"Sunday",10
1138716,"ad",FALSE,11,"Sunday",9
1330957,"ad",FALSE,33,"Thursday",12
1373271,"ad",FALSE,83,"Monday",12
1005404,"ad",FALSE,202,"Wednesday",12
1191287,"ad",FALSE,3,"Sunday",11
1531453,"ad",FALSE,12,"Monday",21
1268423,"ad",FALSE,41,"Saturday",20
1457966,"ad",FALSE,1,"Monday",22
1262194,"ad",FALSE,16,"Monday",19
1585194,"ad",FALSE,15,"Thursday",11
1154144,"ad",FALSE,13,"Sunday",11
1238603,"ad",FALSE,5,"Tuesday",19
1470871,"ad",FALSE,8,"Wednesday",22
1637734,"ad",FALSE,33,"Sunday",15
1010329,"ad",FALSE,12,"Wednesday",19
1567372,"ad",FALSE,24,"Monday",18
1394047,"ad",FALSE,2,"Sunday",14
1145174,"ad",FALSE,5,"Monday",21
1076060,"ad",FALSE,1,"Sunday",22
1463952,"ad",FALSE,4,"Monday",18
1303019,"ad",FALSE,67,"Sunday",12
1363621,"ad",FALSE,15,"Sunday",22
1525169,"ad",FALSE,24,"Monday",13
1563186,"ad",FALSE,1,"Monday",21
1084966,"ad",FALSE,3,"Tuesday",23
1060020,"ad",FALSE,5,"Sunday",23
1324184,"ad",FALSE,52,"Thursday",16
1605449,"ad",FALSE,257,"Wednesday",14
1546727,"ad",FALSE,2,"Sunday",20
1230778,"ad",FALSE,32,"Friday",23
1485540,"ad",TRUE,75,"Monday",17
1293349,"ad",FALSE,586,"Thursday",14
1261648,"ad",FALSE,26,"Monday",19
1591743,"ad",FALSE,18,"Sunday",16
1151531,"ad",FALSE,2,"Friday",21
1575789,"ad",FALSE,10,"Monday",12
1593037,"ad",FALSE,17,"Sunday",8
1331284,"ad",FALSE,23,"Saturday",15
916393,"psa",FALSE,1,"Friday",13
1638816,"ad",FALSE,16,"Tuesday",16
1409309,"ad",FALSE,4,"Friday",12
1650517,"ad",FALSE,16,"Friday",14
1387985,"ad",FALSE,10,"Tuesday",16
1585462,"ad",FALSE,4,"Wednesday",11
1306786,"ad",FALSE,35,"Thursday",15
1381901,"ad",FALSE,20,"Sunday",15
1036599,"ad",FALSE,7,"Monday",15
1035849,"ad",FALSE,30,"Wednesday",13
1275704,"ad",FALSE,31,"Saturday",13
1156126,"ad",FALSE,34,"Saturday",13
1496873,"ad",FALSE,26,"Thursday",9
1621474,"ad",FALSE,55,"Sunday",14
1642358,"ad",FALSE,5,"Monday",21
1454699,"ad",FALSE,9,"Monday",21
1176014,"ad",FALSE,12,"Wednesday",22
1313474,"ad",FALSE,1,"Saturday",18
1481793,"ad",FALSE,1,"Saturday",16
1165513,"ad",FALSE,235,"Saturday",12
1056389,"ad",TRUE,115,"Friday",20
1327342,"ad",FALSE,26,"Saturday",14
1032288,"ad",FALSE,2,"Wednesday",18
919977,"psa",FALSE,5,"Wednesday",14
1582803,"ad",FALSE,25,"Thursday",10
1481968,"ad",FALSE,21,"Monday",13
1064460,"ad",FALSE,4,"Sunday",11
1319614,"ad",FALSE,1,"Saturday",12
915659,"psa",FALSE,39,"Thursday",18
1229563,"ad",FALSE,1,"Thursday",17
1463133,"ad",FALSE,2,"Saturday",17
1447170,"ad",FALSE,24,"Friday",22
1483482,"ad",FALSE,16,"Saturday",7
1586144,"ad",FALSE,24,"Monday",15
1602743,"ad",FALSE,1,"Sunday",15
1434953,"ad",FALSE,26,"Wednesday",17
1143795,"ad",FALSE,1,"Wednesday",23
1560251,"ad",FALSE,7,"Wednesday",17
1603374,"ad",FALSE,35,"Wednesday",11
1047941,"ad",FALSE,7,"Saturday",9
1000899,"ad",FALSE,7,"Sunday",14
1141371,"ad",FALSE,8,"Saturday",10
1415364,"ad",FALSE,15,"Wednesday",10
1155150,"ad",FALSE,113,"Sunday",11
1303016,"ad",FALSE,24,"Friday",14
1303174,"ad",FALSE,4,"Sunday",15
1218616,"ad",FALSE,16,"Thursday",21
1121510,"ad",FALSE,18,"Sunday",14
1465006,"ad",FALSE,24,"Saturday",22
1126318,"ad",FALSE,39,"Tuesday",1
1199519,"ad",FALSE,4,"Friday",15
1590289,"ad",FALSE,4,"Tuesday",18
1193693,"ad",FALSE,16,"Thursday",21
1487936,"ad",FALSE,9,"Saturday",19
1597536,"ad",FALSE,18,"Monday",10
1577874,"ad",FALSE,8,"Tuesday",10
902430,"psa",FALSE,5,"Friday",20
1494352,"ad",FALSE,5,"Wednesday",16
1621240,"ad",FALSE,21,"Tuesday",14
1366512,"ad",FALSE,26,"Thursday",21
1532881,"ad",FALSE,1,"Wednesday",22
1245892,"ad",FALSE,15,"Monday",10
1156019,"ad",FALSE,25,"Wednesday",15
1518272,"ad",FALSE,6,"Sunday",22
1005253,"ad",FALSE,5,"Sunday",19
1196267,"ad",FALSE,44,"Thursday",9
1580056,"ad",FALSE,17,"Tuesday",14
1329747,"ad",FALSE,5,"Friday",13
1585986,"ad",FALSE,1,"Saturday",18
1518912,"ad",FALSE,21,"Tuesday",18
1399645,"ad",FALSE,15,"Thursday",13
1442465,"ad",FALSE,1,"Saturday",11
1567249,"ad",FALSE,41,"Wednesday",16
1236427,"ad",FALSE,90,"Saturday",19
1512000,"ad",FALSE,4,"Thursday",20
1112560,"ad",FALSE,21,"Wednesday",8
908653,"psa",FALSE,9,"Tuesday",13
1184530,"ad",FALSE,5,"Saturday",9
1333797,"ad",FALSE,5,"Monday",12
1347947,"ad",FALSE,15,"Wednesday",23
1292608,"ad",FALSE,2,"Sunday",8
1116368,"ad",FALSE,6,"Sunday",17
1177703,"ad",FALSE,9,"Monday",13
1308225,"ad",FALSE,10,"Thursday",23
1474107,"ad",FALSE,15,"Wednesday",19
1019818,"ad",FALSE,97,"Sunday",11
